record_id,log_date,equipment_id,technician_id,customer_id,erp_order_id,maintenance_type,maintenance_status,log_description,summarized_log,failure_rate,maintenance_cost,downtime_hours,summarization_time_saved
MTN-00702,2024-07-28,EQ-0102,TECH-022,ECUST-0102,ERP-00702,Predictive Maintenance,In Progress,Technician note for EQ-0102 on 2024-07-28.,AI summary: Predictive Maintenance on EQ-0102.,0.401,8138.48,138,0
MTN-00703,2026-01-19,EQ-0103,TECH-023,ECUST-0103,ERP-00703,Corrective Maintenance,In Progress,Technician note for EQ-0103 on 2026-01-19.,AI summary: Corrective Maintenance on EQ-0103.,0.87,9235.43,26,6
MTN-00704,2024-10-22,EQ-0104,TECH-024,ECUST-0104,ERP-00704,Condition-Based Maintenance,In Progress,Technician note for EQ-0104 on 2024-10-22.,AI summary: Condition-Based Maintenance on EQ-0104.,0.1745,14272.0,15,4
MTN-00705,2024-08-13,EQ-0105,TECH-025,ECUST-0105,ERP-00705,Reliability-Centered Maintenance,Completed,Technician note for EQ-0105 on 2024-08-13.,AI summary: Reliability-Centered Maintenance on EQ-0105.,0.6587,2926.78,33,2
MTN-00706,2024-06-30,EQ-0106,TECH-026,ECUST-0106,ERP-00706,Preventive Maintenance,Delayed,Technician note for EQ-0106 on 2024-06-30.,AI summary: Preventive Maintenance on EQ-0106.,0.1293,10864.7,34,4
MTN-00707,2024-07-16,EQ-0107,TECH-027,ECUST-0107,ERP-00707,Predictive Maintenance,Delayed,Technician note for EQ-0107 on 2024-07-16.,AI summary: Predictive Maintenance on EQ-0107.,0.9994,13853.34,179,0
MTN-00708,2025-11-10,EQ-0108,TECH-028,ECUST-0108,ERP-00708,Corrective Maintenance,Delayed,Technician note for EQ-0108 on 2025-11-10.,AI summary: Corrective Maintenance on EQ-0108.,0.3954,13295.14,88,4
MTN-00709,2024-11-26,EQ-0109,TECH-029,ECUST-0109,ERP-00709,Condition-Based Maintenance,In Progress,Technician note for EQ-0109 on 2024-11-26.,AI summary: Condition-Based Maintenance on EQ-0109.,0.8263,8799.1,142,2
MTN-00710,2025-01-05,EQ-0110,TECH-030,ECUST-0110,ERP-00710,Reliability-Centered Maintenance,Completed,Technician note for EQ-0110 on 2025-01-05.,AI summary: Reliability-Centered Maintenance on EQ-0110.,0.7683,2193.47,69,2
MTN-00711,2025-06-12,EQ-0111,TECH-031,ECUST-0111,ERP-00711,Preventive Maintenance,In Progress,Technician note for EQ-0111 on 2025-06-12.,AI summary: Preventive Maintenance on EQ-0111.,0.613,10239.26,42,7
MTN-00712,2026-06-08,EQ-0112,TECH-032,ECUST-0112,ERP-00712,Predictive Maintenance,Scheduled,Technician note for EQ-0112 on 2026-06-08.,AI summary: Predictive Maintenance on EQ-0112.,0.4578,12690.06,149,1
MTN-00713,2024-07-12,EQ-0113,TECH-033,ECUST-0113,ERP-00713,Corrective Maintenance,Delayed,Technician note for EQ-0113 on 2024-07-12.,AI summary: Corrective Maintenance on EQ-0113.,0.1014,10861.75,161,4
MTN-00714,2025-07-26,EQ-0114,TECH-034,ECUST-0114,ERP-00714,Condition-Based Maintenance,Completed,Technician note for EQ-0114 on 2025-07-26.,AI summary: Condition-Based Maintenance on EQ-0114.,0.7888,10766.89,154,4
MTN-00715,2024-09-06,EQ-0115,TECH-035,ECUST-0115,ERP-00715,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0115 on 2024-09-06.,AI summary: Reliability-Centered Maintenance on EQ-0115.,0.233,13271.74,161,2
MTN-00716,2025-07-06,EQ-0116,TECH-036,ECUST-0116,ERP-00716,Preventive Maintenance,Scheduled,Technician note for EQ-0116 on 2025-07-06.,AI summary: Preventive Maintenance on EQ-0116.,0.9933,12890.22,55,2
MTN-00717,2025-06-09,EQ-0117,TECH-037,ECUST-0117,ERP-00717,Predictive Maintenance,Completed,Technician note for EQ-0117 on 2025-06-09.,AI summary: Predictive Maintenance on EQ-0117.,0.8979,2638.41,147,7
MTN-00718,2025-04-09,EQ-0118,TECH-038,ECUST-0118,ERP-00718,Corrective Maintenance,Delayed,Technician note for EQ-0118 on 2025-04-09.,AI summary: Corrective Maintenance on EQ-0118.,0.9525,10990.92,70,5
MTN-00719,2024-11-08,EQ-0119,TECH-039,ECUST-0119,ERP-00719,Condition-Based Maintenance,Delayed,Technician note for EQ-0119 on 2024-11-08.,AI summary: Condition-Based Maintenance on EQ-0119.,0.9149,10822.01,116,5
MTN-00720,2025-09-16,EQ-0120,TECH-040,ECUST-0120,ERP-00720,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0120 on 2025-09-16.,AI summary: Reliability-Centered Maintenance on EQ-0120.,0.1261,9380.63,132,0
MTN-00721,2025-05-25,EQ-0121,TECH-001,ECUST-0121,ERP-00721,Preventive Maintenance,Completed,Technician note for EQ-0121 on 2025-05-25.,AI summary: Preventive Maintenance on EQ-0121.,0.4289,1160.28,195,4
MTN-00722,2025-12-02,EQ-0122,TECH-002,ECUST-0122,ERP-00722,Predictive Maintenance,In Progress,Technician note for EQ-0122 on 2025-12-02.,AI summary: Predictive Maintenance on EQ-0122.,0.5165,5369.16,9,8
MTN-00723,2024-10-17,EQ-0123,TECH-003,ECUST-0123,ERP-00723,Corrective Maintenance,Delayed,Technician note for EQ-0123 on 2024-10-17.,AI summary: Corrective Maintenance on EQ-0123.,0.9328,12872.6,20,8
MTN-00724,2026-05-09,EQ-0124,TECH-004,ECUST-0124,ERP-00724,Condition-Based Maintenance,Completed,Technician note for EQ-0124 on 2026-05-09.,AI summary: Condition-Based Maintenance on EQ-0124.,0.8486,5375.21,145,5
MTN-00725,2025-08-02,EQ-0125,TECH-005,ECUST-0125,ERP-00725,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0125 on 2025-08-02.,AI summary: Reliability-Centered Maintenance on EQ-0125.,0.4649,7717.21,113,3
MTN-00726,2025-05-10,EQ-0126,TECH-006,ECUST-0126,ERP-00726,Preventive Maintenance,Scheduled,Technician note for EQ-0126 on 2025-05-10.,AI summary: Preventive Maintenance on EQ-0126.,0.6404,12437.27,5,1
MTN-00727,2026-05-14,EQ-0127,TECH-007,ECUST-0127,ERP-00727,Predictive Maintenance,Completed,Technician note for EQ-0127 on 2026-05-14.,AI summary: Predictive Maintenance on EQ-0127.,0.8877,13933.69,17,8
MTN-00728,2024-07-08,EQ-0128,TECH-008,ECUST-0128,ERP-00728,Corrective Maintenance,Completed,Technician note for EQ-0128 on 2024-07-08.,AI summary: Corrective Maintenance on EQ-0128.,0.9881,2830.02,133,0
MTN-00729,2026-03-11,EQ-0129,TECH-009,ECUST-0129,ERP-00729,Condition-Based Maintenance,Delayed,Technician note for EQ-0129 on 2026-03-11.,AI summary: Condition-Based Maintenance on EQ-0129.,0.4372,3963.83,184,4
MTN-00730,2026-04-11,EQ-0130,TECH-010,ECUST-0130,ERP-00730,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0130 on 2026-04-11.,AI summary: Reliability-Centered Maintenance on EQ-0130.,0.5289,10175.13,164,7
MTN-00731,2026-02-20,EQ-0131,TECH-011,ECUST-0131,ERP-00731,Preventive Maintenance,Scheduled,Technician note for EQ-0131 on 2026-02-20.,AI summary: Preventive Maintenance on EQ-0131.,0.9037,12014.45,186,4
MTN-00732,2024-07-05,EQ-0132,TECH-012,ECUST-0132,ERP-00732,Predictive Maintenance,Scheduled,Technician note for EQ-0132 on 2024-07-05.,AI summary: Predictive Maintenance on EQ-0132.,0.6637,8019.91,146,3
MTN-00733,2024-09-06,EQ-0133,TECH-013,ECUST-0133,ERP-00733,Corrective Maintenance,Delayed,Technician note for EQ-0133 on 2024-09-06.,AI summary: Corrective Maintenance on EQ-0133.,0.6637,2762.44,148,3
MTN-00734,2025-06-16,EQ-0134,TECH-014,ECUST-0134,ERP-00734,Condition-Based Maintenance,In Progress,Technician note for EQ-0134 on 2025-06-16.,AI summary: Condition-Based Maintenance on EQ-0134.,0.0433,1110.53,154,5
MTN-00735,2025-06-21,EQ-0135,TECH-015,ECUST-0135,ERP-00735,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0135 on 2025-06-21.,AI summary: Reliability-Centered Maintenance on EQ-0135.,0.0014,4769.36,17,7
MTN-00736,2026-06-19,EQ-0136,TECH-016,ECUST-0136,ERP-00736,Preventive Maintenance,Scheduled,Technician note for EQ-0136 on 2026-06-19.,AI summary: Preventive Maintenance on EQ-0136.,0.3743,9003.85,197,4
MTN-00737,2025-01-12,EQ-0137,TECH-017,ECUST-0137,ERP-00737,Predictive Maintenance,Scheduled,Technician note for EQ-0137 on 2025-01-12.,AI summary: Predictive Maintenance on EQ-0137.,0.1669,6992.05,147,4
MTN-00738,2025-12-09,EQ-0138,TECH-018,ECUST-0138,ERP-00738,Corrective Maintenance,Completed,Technician note for EQ-0138 on 2025-12-09.,AI summary: Corrective Maintenance on EQ-0138.,0.382,12741.29,186,5
MTN-00739,2026-03-11,EQ-0139,TECH-019,ECUST-0139,ERP-00739,Condition-Based Maintenance,Completed,Technician note for EQ-0139 on 2026-03-11.,AI summary: Condition-Based Maintenance on EQ-0139.,0.517,14327.27,156,3
MTN-00740,2024-11-19,EQ-0140,TECH-020,ECUST-0140,ERP-00740,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0140 on 2024-11-19.,AI summary: Reliability-Centered Maintenance on EQ-0140.,0.5142,12049.89,27,1
MTN-00741,2024-11-01,EQ-0141,TECH-021,ECUST-0141,ERP-00741,Preventive Maintenance,Delayed,Technician note for EQ-0141 on 2024-11-01.,AI summary: Preventive Maintenance on EQ-0141.,0.741,8679.07,91,3
MTN-00742,2024-08-29,EQ-0142,TECH-022,ECUST-0142,ERP-00742,Predictive Maintenance,Scheduled,Technician note for EQ-0142 on 2024-08-29.,AI summary: Predictive Maintenance on EQ-0142.,0.2314,2984.94,42,8
MTN-00743,2026-04-14,EQ-0143,TECH-023,ECUST-0143,ERP-00743,Corrective Maintenance,Scheduled,Technician note for EQ-0143 on 2026-04-14.,AI summary: Corrective Maintenance on EQ-0143.,0.8105,12318.89,46,1
MTN-00744,2025-05-14,EQ-0144,TECH-024,ECUST-0144,ERP-00744,Condition-Based Maintenance,Delayed,Technician note for EQ-0144 on 2025-05-14.,AI summary: Condition-Based Maintenance on EQ-0144.,0.4191,12025.51,148,3
MTN-00745,2026-05-01,EQ-0145,TECH-025,ECUST-0145,ERP-00745,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0145 on 2026-05-01.,AI summary: Reliability-Centered Maintenance on EQ-0145.,0.6297,1403.52,30,7
MTN-00746,2024-07-02,EQ-0146,TECH-026,ECUST-0146,ERP-00746,Preventive Maintenance,In Progress,Technician note for EQ-0146 on 2024-07-02.,AI summary: Preventive Maintenance on EQ-0146.,0.3592,5051.27,119,8
MTN-00747,2024-11-24,EQ-0147,TECH-027,ECUST-0147,ERP-00747,Predictive Maintenance,Completed,Technician note for EQ-0147 on 2024-11-24.,AI summary: Predictive Maintenance on EQ-0147.,0.0888,7379.92,77,0
MTN-00748,2025-06-28,EQ-0148,TECH-028,ECUST-0148,ERP-00748,Corrective Maintenance,Scheduled,Technician note for EQ-0148 on 2025-06-28.,AI summary: Corrective Maintenance on EQ-0148.,0.5698,4408.77,57,0
MTN-00749,2025-08-26,EQ-0149,TECH-029,ECUST-0149,ERP-00749,Condition-Based Maintenance,Scheduled,Technician note for EQ-0149 on 2025-08-26.,AI summary: Condition-Based Maintenance on EQ-0149.,0.2853,10528.18,94,0
MTN-00750,2025-11-04,EQ-0150,TECH-030,ECUST-0150,ERP-00750,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0150 on 2025-11-04.,AI summary: Reliability-Centered Maintenance on EQ-0150.,0.2327,11207.46,152,3
