id,job,marital,education,age,balance,housing,loan,c_default,contact,month,day,duration,campaign,previous,poutcome,pdays,y
1801,unemployed,divorced,tertiary,65,12918.71,no,yes,no,cellular,oct,24,1445,7,8,failure,23,yes
1802,entrepreneur,single,secondary,59,5821.21,yes,no,no,cellular,jun,12,635,10,0,success,-1,no
1803,unknown,divorced,secondary,84,42382.29,yes,no,no,telephone,jun,21,1611,17,5,failure,-1,no
1804,housemaid,married,tertiary,21,-508.91,yes,yes,no,telephone,dec,7,785,19,10,failure,13,no
1805,services,single,tertiary,72,14890.02,no,yes,no,cellular,oct,15,943,13,9,failure,98,no
1806,admin.,married,tertiary,68,32949.71,yes,no,no,telephone,sep,24,1934,9,4,other,-1,no
1807,unemployed,married,secondary,39,13568.59,yes,no,no,telephone,jul,19,1033,15,4,success,24,no
1808,management,married,unknown,95,3686.89,no,no,no,cellular,jun,15,1789,10,2,success,-1,no
1809,student,single,primary,62,6956.86,no,no,yes,telephone,oct,24,1765,18,3,failure,139,no
1810,unemployed,single,unknown,66,16320.17,yes,yes,no,telephone,dec,2,280,11,0,success,-1,no
1811,student,divorced,secondary,35,22531.69,no,yes,no,cellular,may,9,1984,6,5,other,-1,no
1812,unemployed,divorced,tertiary,75,4156.01,yes,no,no,unknown,may,24,1294,12,4,unknown,-1,no
1813,housemaid,single,unknown,84,28159.84,yes,no,yes,cellular,oct,4,1115,17,0,success,-1,no
1814,unknown,single,secondary,85,29760.67,yes,yes,yes,cellular,dec,27,591,19,7,other,295,no
1815,housemaid,divorced,primary,35,49404.98,yes,no,no,cellular,oct,21,1395,6,10,other,-1,no
1816,unemployed,divorced,tertiary,64,2028.89,yes,yes,yes,cellular,oct,25,1443,12,6,success,-1,no
1817,student,single,primary,92,34493.37,yes,yes,no,unknown,nov,18,1235,14,2,unknown,124,no
1818,technician,single,primary,47,5309.66,yes,yes,yes,unknown,nov,21,1147,16,10,failure,370,no
1819,entrepreneur,single,tertiary,25,39958.13,no,no,yes,telephone,may,26,1701,4,0,unknown,-1,no
1820,self-employed,single,tertiary,25,35370.39,yes,no,yes,cellular,feb,10,1113,11,3,failure,241,no
1821,blue-collar,divorced,tertiary,78,12274.51,yes,yes,no,telephone,aug,14,715,11,9,unknown,-1,no
1822,retired,divorced,secondary,58,30721.66,yes,no,no,telephone,nov,10,1710,7,3,other,208,no
1823,management,married,unknown,60,19469.33,no,yes,no,cellular,mar,6,720,15,6,other,187,no
1824,self-employed,divorced,primary,67,1444.23,no,no,no,cellular,feb,22,784,7,6,unknown,197,no
1825,housemaid,divorced,tertiary,71,24901.03,no,yes,yes,unknown,aug,10,931,2,0,success,43,no
1826,services,married,secondary,82,20988.95,no,no,no,telephone,jan,5,193,6,0,success,320,no
1827,unknown,divorced,secondary,31,45338.61,yes,yes,no,cellular,may,15,1735,15,3,other,-1,no
1828,admin.,single,primary,73,30203.5,no,no,no,telephone,feb,5,555,15,3,unknown,-1,no
1829,blue-collar,divorced,primary,41,6558.35,no,yes,no,unknown,jul,12,833,6,9,failure,-1,no
1830,retired,divorced,secondary,34,25658.23,yes,yes,no,cellular,feb,6,751,18,8,unknown,217,no
1831,student,single,tertiary,64,36017.62,no,yes,no,cellular,may,20,1859,8,3,other,-1,no
1832,management,married,unknown,55,21116.34,no,no,no,unknown,feb,21,1570,17,7,success,206,no
1833,management,divorced,secondary,49,16100.44,no,yes,no,cellular,jan,28,307,18,1,success,384,no
1834,management,single,primary,86,4515.05,yes,no,no,cellular,apr,23,1964,18,7,success,71,yes
1835,student,divorced,primary,61,16807.83,no,no,no,cellular,dec,3,109,2,1,failure,-1,no
1836,unemployed,single,tertiary,26,37106.65,yes,yes,yes,cellular,sep,26,97,5,0,unknown,266,no
1837,self-employed,married,tertiary,55,47641.07,no,no,yes,telephone,feb,19,1680,6,6,success,189,no
1838,blue-collar,divorced,secondary,24,43326.03,no,no,yes,cellular,jun,16,1649,12,7,unknown,148,no
1839,admin.,married,tertiary,78,44576.4,yes,yes,no,telephone,mar,27,1541,20,7,failure,178,no
1840,blue-collar,married,primary,89,18210.62,no,no,yes,telephone,nov,19,1842,11,1,other,159,no
1841,housemaid,divorced,unknown,95,22132.17,no,no,yes,cellular,may,4,806,10,3,other,-1,yes
1842,admin.,divorced,tertiary,71,7713.61,yes,no,no,cellular,sep,15,1536,12,3,success,270,no
1843,entrepreneur,married,primary,42,14178.52,yes,no,yes,cellular,mar,16,474,19,5,failure,292,no
1844,retired,single,secondary,92,42718.8,no,yes,yes,unknown,sep,27,363,1,3,unknown,-1,no
1845,services,single,tertiary,43,33153.29,yes,no,no,unknown,dec,23,1624,16,8,unknown,188,no
1846,services,married,secondary,26,16844.96,no,yes,no,unknown,sep,4,1579,14,8,success,-1,no
1847,blue-collar,divorced,primary,91,49770.64,yes,yes,yes,cellular,mar,4,763,6,8,unknown,209,no
1848,unknown,divorced,secondary,79,-297.08,no,no,yes,cellular,jan,23,204,6,8,failure,97,no
1849,services,single,primary,68,46728.27,yes,no,yes,unknown,jul,23,642,16,3,success,-1,no
1850,entrepreneur,single,unknown,88,3023.12,no,no,no,cellular,jul,22,1648,8,8,other,-1,no
1851,unemployed,single,secondary,46,16584.67,no,no,no,telephone,jan,9,19,14,7,failure,395,no
1852,housemaid,married,secondary,40,20576.62,yes,no,yes,cellular,nov,7,1264,4,0,success,28,no
1853,admin.,single,primary,76,-1158.06,yes,yes,no,cellular,apr,1,535,9,0,success,135,no
1854,student,divorced,tertiary,84,31316.99,no,yes,no,cellular,nov,16,1354,16,5,unknown,-1,yes
1855,admin.,single,primary,77,4895.82,yes,no,no,unknown,jun,23,1820,20,5,success,-1,no
1856,blue-collar,single,tertiary,40,30000.75,yes,no,yes,cellular,jan,13,475,17,1,other,49,yes
1857,student,single,primary,38,35601.41,no,no,no,unknown,feb,15,1912,3,7,failure,-1,no
1858,services,divorced,secondary,79,33611.22,no,yes,no,telephone,aug,23,284,15,2,other,149,no
1859,entrepreneur,divorced,secondary,39,30566.06,yes,no,yes,unknown,feb,15,1990,4,3,success,338,no
1860,blue-collar,married,unknown,83,11273.81,no,no,yes,cellular,dec,1,494,1,8,success,-1,no
1861,housemaid,single,unknown,65,11723.42,no,no,no,telephone,oct,3,694,16,1,unknown,-1,no
1862,housemaid,single,unknown,47,11599.45,yes,yes,no,telephone,sep,2,1412,18,9,unknown,352,no
1863,entrepreneur,single,secondary,63,9732.36,no,no,yes,telephone,jul,5,1050,6,8,success,200,no
1864,management,divorced,primary,28,33304.49,yes,no,no,cellular,feb,19,1352,13,10,unknown,-1,no
1865,retired,single,secondary,87,44999.96,no,yes,yes,unknown,nov,8,1211,16,7,success,225,no
1866,self-employed,married,primary,57,12746.73,yes,yes,no,cellular,mar,26,1333,6,5,failure,329,no
1867,retired,married,tertiary,81,11438.42,no,yes,no,cellular,jul,20,333,12,10,failure,-1,no
1868,housemaid,married,secondary,62,23081.84,no,yes,yes,cellular,oct,9,267,15,10,other,-1,no
1869,services,single,unknown,46,8116.05,no,no,yes,telephone,sep,1,277,7,2,other,256,no
1870,technician,single,secondary,64,13071.07,no,yes,yes,telephone,jun,1,1165,11,5,success,55,no
1871,student,married,primary,51,35058.99,yes,yes,yes,cellular,nov,13,1524,5,10,success,-1,no
1872,unknown,married,primary,40,26452.19,yes,no,yes,telephone,mar,2,164,20,0,failure,-1,no
1873,unemployed,divorced,secondary,87,43078.77,yes,yes,yes,cellular,jul,9,1862,8,5,success,203,no
1874,entrepreneur,married,primary,63,8533.54,no,no,yes,telephone,may,11,535,1,8,success,-1,no
1875,housemaid,divorced,unknown,93,19819.65,no,yes,no,cellular,aug,7,639,1,9,other,-1,yes
1876,student,married,unknown,76,26063.48,no,no,no,unknown,jun,4,350,16,9,success,-1,no
1877,housemaid,single,tertiary,94,29085.75,no,yes,yes,telephone,sep,26,1758,5,4,unknown,355,no
1878,unknown,single,tertiary,49,10883.51,yes,yes,no,telephone,apr,4,14,19,2,failure,31,no
1879,services,single,tertiary,74,23847.6,no,no,no,telephone,dec,26,1651,5,8,failure,353,yes
1880,technician,divorced,secondary,74,11045.49,yes,yes,no,cellular,jul,6,1265,2,9,other,-1,no
1881,admin.,single,primary,52,30667.66,yes,no,no,cellular,mar,7,1397,17,7,other,338,no
1882,student,divorced,unknown,22,1.95,no,no,yes,unknown,oct,14,1864,9,7,failure,23,no
1883,services,divorced,primary,61,34503.89,no,no,no,unknown,jan,10,1721,19,5,success,-1,no
1884,blue-collar,divorced,tertiary,31,18369.75,no,no,no,cellular,may,28,789,1,0,success,-1,no
1885,entrepreneur,married,primary,39,26781.93,no,yes,no,telephone,dec,15,1743,5,3,success,376,yes
1886,blue-collar,married,tertiary,88,16494.38,yes,no,no,unknown,aug,28,1218,17,6,failure,19,no
1887,student,divorced,tertiary,80,30089.43,yes,yes,no,telephone,mar,10,1524,15,0,success,388,no
1888,technician,single,secondary,94,14353.66,no,no,yes,unknown,nov,3,7,11,0,unknown,-1,yes
1889,retired,married,primary,26,5442.07,yes,no,yes,unknown,jul,1,1468,14,6,failure,48,no
1890,management,single,tertiary,38,32666.8,yes,yes,no,cellular,nov,4,355,11,8,success,200,yes
1891,self-employed,married,tertiary,32,-756.16,yes,no,no,unknown,apr,3,785,1,0,unknown,258,no
1892,housemaid,married,tertiary,70,559.65,yes,yes,no,unknown,dec,5,1118,8,7,success,144,no
1893,unemployed,divorced,unknown,18,26724.86,yes,no,no,unknown,aug,1,645,20,0,other,-1,no
1894,blue-collar,single,tertiary,69,-375.02,yes,yes,no,telephone,dec,5,1694,1,0,failure,283,no
1895,self-employed,divorced,primary,85,28139.71,no,yes,yes,cellular,nov,24,882,4,3,other,-1,no
1896,retired,married,secondary,64,21686.04,no,yes,yes,unknown,may,20,1493,20,10,other,-1,no
1897,management,single,unknown,35,41321.18,no,no,yes,telephone,may,3,379,3,4,failure,206,yes
1898,blue-collar,single,secondary,20,32519.4,no,yes,yes,cellular,mar,1,1516,12,7,success,-1,no
1899,student,single,secondary,53,39879.77,yes,yes,yes,telephone,may,19,69,5,2,other,31,no
1900,unemployed,single,tertiary,71,39683.0,yes,no,yes,cellular,apr,3,253,10,7,unknown,224,no
1901,entrepreneur,married,primary,77,47538.02,yes,no,no,unknown,apr,4,474,10,1,failure,272,no
1902,entrepreneur,divorced,secondary,95,45080.89,yes,no,yes,cellular,apr,12,1804,17,1,success,60,no
1903,services,single,unknown,91,36283.68,yes,no,no,telephone,jun,3,313,3,10,failure,244,yes
1904,blue-collar,single,tertiary,34,42450.02,yes,no,yes,cellular,aug,1,1011,17,1,other,152,no
1905,student,single,unknown,39,886.21,no,no,no,cellular,sep,7,743,6,4,other,-1,no
1906,retired,married,unknown,78,32992.47,no,yes,no,unknown,nov,4,814,4,2,failure,294,yes
1907,technician,married,unknown,43,19426.86,no,yes,yes,cellular,jun,24,731,5,1,failure,25,yes
1908,management,divorced,unknown,47,49964.12,yes,yes,no,unknown,oct,25,568,15,2,failure,-1,yes
1909,services,divorced,tertiary,84,36175.42,yes,no,yes,telephone,dec,6,1212,5,9,other,-1,no
1910,unemployed,single,tertiary,77,39078.46,yes,yes,yes,unknown,feb,4,361,6,7,failure,263,no
1911,self-employed,single,unknown,93,19350.25,yes,no,yes,telephone,nov,7,71,3,7,success,259,no
1912,housemaid,divorced,secondary,91,39126.13,yes,no,no,cellular,aug,5,1972,1,0,failure,76,no
1913,admin.,divorced,secondary,93,37675.63,yes,yes,yes,cellular,dec,27,805,16,10,success,-1,no
1914,management,divorced,unknown,30,10780.58,no,yes,no,cellular,oct,19,119,9,5,unknown,298,no
1915,technician,divorced,unknown,62,12749.47,yes,yes,no,unknown,nov,21,1095,13,8,unknown,237,no
1916,entrepreneur,single,tertiary,31,14113.81,no,yes,yes,telephone,nov,12,707,1,8,unknown,-1,no
1917,management,single,secondary,65,27422.6,yes,yes,no,cellular,jan,12,798,13,2,failure,19,no
1918,housemaid,married,secondary,47,35190.85,yes,no,yes,cellular,mar,19,403,12,7,unknown,264,no
1919,housemaid,divorced,primary,29,43578.68,no,yes,yes,cellular,nov,27,542,10,7,unknown,-1,no
1920,admin.,divorced,tertiary,26,31605.4,yes,yes,yes,cellular,apr,1,147,8,5,failure,-1,yes
1921,unknown,single,secondary,32,21615.49,no,no,no,telephone,apr,17,302,1,4,success,-1,no
1922,housemaid,married,tertiary,72,13380.48,yes,no,no,telephone,oct,18,200,7,5,unknown,6,no
1923,student,divorced,tertiary,48,27140.57,no,no,no,cellular,dec,4,910,10,6,failure,-1,no
1924,housemaid,married,tertiary,73,5376.71,yes,yes,yes,unknown,oct,20,229,13,1,unknown,14,no
1925,student,single,tertiary,78,28404.91,no,no,yes,telephone,nov,8,1874,14,6,other,-1,no
1926,blue-collar,married,unknown,63,48127.0,no,no,yes,unknown,sep,11,838,18,2,success,-1,no
1927,management,single,unknown,30,33308.99,no,yes,yes,telephone,may,1,764,20,4,unknown,14,no
1928,retired,married,primary,25,1002.0,no,no,no,unknown,may,11,483,17,3,unknown,236,no
1929,admin.,married,primary,40,40195.02,no,yes,yes,telephone,jun,14,876,17,9,other,-1,yes
1930,unknown,single,primary,29,35339.11,yes,yes,yes,unknown,nov,2,1769,4,3,failure,-1,no
1931,blue-collar,divorced,unknown,49,37937.15,yes,no,no,cellular,dec,9,55,14,0,failure,364,yes
1932,services,single,tertiary,26,5678.08,yes,yes,no,telephone,sep,26,385,16,6,other,122,no
1933,self-employed,married,secondary,21,43158.04,no,no,yes,telephone,may,18,773,18,8,failure,13,no
1934,admin.,single,primary,69,30441.84,yes,yes,yes,cellular,nov,23,983,16,2,unknown,-1,no
1935,self-employed,single,unknown,19,34281.92,yes,no,no,telephone,nov,19,1435,3,8,success,348,no
1936,technician,married,primary,25,30173.16,yes,no,yes,unknown,feb,6,1334,20,5,other,-1,no
1937,student,married,primary,18,30608.27,yes,yes,no,unknown,may,4,1499,7,9,success,116,no
1938,services,single,tertiary,76,7321.89,no,no,no,cellular,jan,4,346,8,9,failure,-1,no
1939,student,married,unknown,54,46346.88,no,no,yes,unknown,jan,5,1320,12,10,unknown,-1,no
1940,unemployed,married,secondary,51,40459.38,no,no,yes,cellular,jun,3,1265,2,8,other,-1,no
1941,blue-collar,divorced,tertiary,29,-1925.23,no,no,yes,cellular,jun,21,1185,20,8,unknown,323,no
1942,student,divorced,primary,63,49982.94,yes,no,yes,cellular,jul,17,1131,13,0,other,-1,no
1943,self-employed,divorced,primary,88,23301.12,yes,yes,no,telephone,aug,28,355,19,1,other,376,no
1944,admin.,divorced,tertiary,59,3678.45,yes,no,no,telephone,nov,16,504,9,4,failure,290,yes
1945,management,married,tertiary,56,18490.52,no,no,no,telephone,sep,23,1891,19,0,unknown,295,no
1946,technician,married,secondary,93,28907.4,yes,no,no,cellular,may,13,1831,15,6,other,142,no
1947,unemployed,divorced,primary,40,7769.22,no,no,yes,cellular,mar,1,867,8,1,success,7,no
1948,entrepreneur,married,tertiary,29,-160.51,yes,yes,no,unknown,jan,9,335,2,9,success,162,yes
1949,admin.,married,tertiary,86,33795.28,no,no,no,unknown,may,1,1380,1,3,success,375,no
1950,technician,married,tertiary,44,41787.99,yes,no,yes,telephone,dec,10,162,16,7,failure,291,no
1951,admin.,divorced,tertiary,62,26682.33,yes,yes,yes,unknown,jan,27,1486,9,1,success,-1,no
1952,unemployed,divorced,tertiary,93,45961.35,no,yes,no,telephone,sep,14,1317,3,4,unknown,-1,no
1953,unknown,divorced,primary,67,6233.82,yes,no,yes,unknown,dec,15,197,17,8,success,193,yes
1954,blue-collar,divorced,unknown,63,32576.06,no,yes,no,cellular,oct,21,450,4,10,other,-1,no
1955,services,divorced,secondary,26,10198.98,yes,yes,no,unknown,nov,10,1905,2,2,success,339,no
1956,management,single,tertiary,95,32469.28,no,no,no,unknown,apr,7,428,6,9,unknown,36,no
1957,blue-collar,married,unknown,81,36821.89,no,yes,no,unknown,apr,12,1677,20,0,other,386,no
1958,unknown,divorced,unknown,34,12729.86,yes,no,yes,unknown,nov,14,386,20,8,unknown,345,no
1959,entrepreneur,single,primary,67,22975.95,no,yes,yes,unknown,jan,1,8,14,4,other,-1,no
1960,retired,single,unknown,70,40398.88,no,no,no,telephone,apr,15,489,8,7,success,374,no
1961,unemployed,single,unknown,92,5054.48,no,yes,yes,unknown,may,23,1013,14,10,success,17,no
1962,unemployed,married,unknown,93,38943.95,yes,no,no,telephone,apr,20,1809,10,7,other,336,no
1963,management,divorced,tertiary,81,18482.31,yes,no,yes,cellular,dec,14,1445,8,5,failure,119,no
1964,housemaid,married,tertiary,59,29183.73,no,yes,yes,unknown,sep,1,215,18,9,success,-1,no
1965,services,single,unknown,93,43412.32,yes,no,yes,telephone,jun,6,577,16,6,failure,355,no
1966,blue-collar,married,tertiary,84,38350.31,no,no,yes,cellular,dec,18,1117,8,0,unknown,201,yes
1967,blue-collar,married,primary,56,2102.29,no,no,yes,unknown,oct,19,755,16,3,unknown,157,no
1968,admin.,divorced,unknown,45,46964.88,yes,no,no,telephone,jun,10,591,7,2,failure,212,no
1969,self-employed,divorced,unknown,53,10048.32,yes,no,yes,telephone,aug,4,1680,3,8,unknown,-1,no
1970,technician,single,unknown,40,14232.56,yes,no,yes,cellular,aug,14,1713,15,7,other,235,no
1971,entrepreneur,divorced,secondary,48,17129.71,yes,yes,yes,cellular,jun,1,1000,5,1,other,46,no
1972,retired,divorced,primary,21,29123.87,yes,no,no,telephone,jan,25,586,5,4,success,376,no
1973,self-employed,married,primary,58,14339.58,no,no,no,cellular,dec,18,315,9,6,other,2,no
1974,student,divorced,secondary,71,19559.06,yes,no,no,cellular,aug,14,757,18,7,success,4,no
1975,unemployed,married,tertiary,94,25982.37,yes,yes,yes,telephone,sep,19,719,8,6,failure,157,no
1976,student,married,secondary,66,1148.91,yes,no,yes,unknown,feb,3,1006,10,5,other,331,no
1977,entrepreneur,married,secondary,81,47014.11,yes,yes,no,unknown,aug,18,1221,20,7,success,331,yes
1978,unknown,single,unknown,64,41530.82,yes,no,no,telephone,nov,10,1144,7,5,other,65,no
1979,services,married,tertiary,19,34709.64,no,no,yes,telephone,jun,14,1010,4,0,failure,74,no
1980,retired,single,primary,54,30360.88,yes,no,yes,cellular,feb,23,45,18,5,success,148,no
1981,retired,single,unknown,59,26290.02,yes,yes,yes,unknown,dec,1,1557,17,3,success,-1,yes
1982,blue-collar,married,primary,56,-1316.1,no,yes,yes,telephone,aug,25,1534,10,4,failure,-1,no
1983,technician,married,tertiary,65,46877.92,yes,yes,yes,cellular,sep,12,1445,4,3,success,-1,no
1984,self-employed,married,unknown,61,37429.03,no,yes,yes,telephone,mar,24,61,8,8,other,170,no
1985,admin.,single,unknown,91,4444.65,no,yes,no,cellular,aug,25,1213,6,5,unknown,2,no
1986,blue-collar,divorced,unknown,21,44312.56,no,yes,no,telephone,oct,9,265,14,4,failure,310,no
1987,unknown,divorced,unknown,93,-1587.0,yes,yes,no,cellular,apr,11,365,18,6,unknown,-1,no
1988,retired,divorced,unknown,33,24577.8,no,no,no,unknown,jun,12,690,16,1,success,374,no
1989,technician,married,secondary,59,47418.77,no,yes,yes,telephone,apr,12,103,6,9,success,-1,no
1990,entrepreneur,divorced,tertiary,45,4981.39,no,yes,yes,unknown,apr,11,705,7,10,failure,342,no
1991,admin.,married,tertiary,35,34867.66,no,yes,no,unknown,oct,8,974,9,5,failure,-1,no
1992,management,divorced,unknown,33,37852.21,no,yes,no,cellular,jun,6,1537,18,5,success,-1,no
1993,services,married,primary,28,-848.44,yes,yes,yes,telephone,dec,20,1906,17,1,failure,-1,no
1994,student,married,secondary,49,44200.67,no,yes,yes,telephone,feb,2,1890,14,2,unknown,327,no
1995,admin.,married,tertiary,39,42518.21,no,no,yes,cellular,aug,22,1933,6,9,other,-1,no
1996,housemaid,single,unknown,82,37561.56,no,no,no,telephone,mar,13,1506,6,3,unknown,228,no
1997,blue-collar,divorced,primary,37,5006.82,yes,no,no,unknown,sep,14,1895,13,0,failure,297,no
1998,entrepreneur,divorced,primary,30,31368.47,yes,no,no,telephone,sep,25,1568,19,2,unknown,91,no
1999,entrepreneur,divorced,unknown,81,3339.48,yes,no,yes,unknown,feb,22,1298,17,3,unknown,181,no
2000,management,married,unknown,20,41639.75,no,yes,no,telephone,jul,5,1386,12,8,unknown,63,yes
2001,management,divorced,tertiary,90,46533.41,yes,yes,no,unknown,nov,27,1153,6,2,unknown,21,no
2002,self-employed,married,tertiary,81,11019.29,no,no,no,telephone,dec,5,1931,10,10,failure,-1,no
2003,blue-collar,married,primary,64,21367.84,no,yes,no,telephone,mar,17,1517,7,8,failure,262,no
2004,housemaid,single,unknown,90,45403.99,yes,no,yes,cellular,dec,4,617,4,6,failure,-1,no
2005,services,divorced,primary,56,10596.82,yes,no,no,unknown,sep,10,1733,11,5,success,-1,no
